,Course ID,Course Title,Course Description,University,Location,Course Title Stripped,Minor Cluster,Minor Cluster Name,Major Cluster,Major Cluster Name,Course Description Stripped
993,STAT 304,R for Statistics II,"Provides an understanding of the commonly used statistical language R. Topics will include writing conditional expressions, loops, and functions; manipulating data matrices and arrays; extracting data from text; and making high level visualizations of data.",University of Wisconsin--Madison,"Madison, Wisconsin","r, statistic",0,Theory,2,Statistics,"understanding, commonly, language, r., topic, expression, loop, function, data, matrix, array, data, text, level, visualization, data"
994,STL 11,Introduction to Biomedical Informatics II: Methods,"This course introduces students to the methods needed in order to apply the foundational theories covered in Biomedical Informatics I. The course will cover a broad spectrum of such methods including both computational and quantitative science techniques that can be employed in the design, conduct, and analysis of basic science, clinical, and translational research programs. This course is intended to enable individuals to critically select such methods and evaluate their results as part of both the design of new project as well as the review of results available in the public domain (e.g., literature, public data sets, etc.). Core concepts to be reviewed during this course include: basic computational skills, data modelling and integration, formal knowledge representation, in silico hypothesis generation, quantitative data analysis principles, and critical thinking skills surrounding the ability to ask and answer questions about complex and heterogeneous biomedical data",Washington University in St. Louis,"St. Louis, Missouri","biomedical, informatics, ii, method",11,,,,"course, student, method, order, theory, informatics, course, spectrum, method, science, technique, design, conduct, analysis, science, research, program, course, individual, method, result, part, design, project, review, result, domain, literature, data, set, etc., core, concept, course, skill, data, modelling, integration, knowledge, representation, hypothesis, generation, data, analysis, principle, thinking, skill, ability, question, data"
995,STAT GU4203,Probability Theory,"A calculus-based introduction to probability theory. Topics covered include random variables, conditional probability, expectation, independence, Bayes' rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov's inequality.",Columbia,"New York City, New York","probability, theory",0,Theory,2,Statistics,"introduction, probability, theory, topic, variable, probability, expectation, independence, bayes, rule, distribution, distribution, moment, function, limit, theorem, law, number, markov, inequality"
996,BIOS 510,Probability Theory,"Axiomatic probability, random variables, distribution theory, special parametric families of univariate distributions, joint and conditional distributions, distributions of functions of random variables, and probability modeling. Prerequisite: calculus and multivariate analysis.",Emory,"Atlanta, Georgia ","probability, theory",0,Theory,2,Statistics,"probability, random, variable, distribution, theory, family, distribution, joint, distribution, distribution, function, random, variable, probability, modeling, prerequisite, calculus, multivariate, analysis"
997,MATH 540,Probability,"Random events and variables, probability distributions, sequences of random variables, limit theorems, conditional expectations, and martingales.",Illinois Institute of Tech,"Chicago, Illinois ",probability,0,Theory,2,Statistics,"event, variable, probability, distribution, sequence, random, variable, limit, theorem, expectation, martingale"
998,625.721,Probability and Stochastic Process I,"This rigorous course in probability covers probability space, random variables, functions of random variables, independence and conditional probabilities, moments, joint distributions, multivariate random variables, conditional expectation and variance, distributions with random parameters, posterior distributions, probability generating function, moment generating function, characteristic function, random sum, types of convergence and relation between convergence concepts, law of large numbers and central limit theorem (i.i.d. and non- i.i.d. cases), Borel-Cantelli Lemmas, well-known discrete and continuous distributions, homogeneous Poisson process (HPP), non-homogeneous Poisson process (NHPP), and compound Poisson process. This course is proof oriented. The primary purpose of this course is to lay the foundation for the second course, 625.722 Probability and Stochastic Process II, and other specialized courses in probability. Note that, in contrast to 625.728, this course is largely a non-measure theoretic approach to probability.",Johns Hopkins,"Baltimore, Maryland","probability, stochastic, process, i",0,Theory,2,Statistics,"course, probability, space, random, variable, function, random, variable, independence, probability, moment, distribution, random, variable, expectation, variance, distribution, parameter, distribution, probability, function, moment, function, function, random, sum, type, convergence, relation, convergence, concept, law, number, limit, theorem, i.i.d, i.i.d, case, lemma, discrete, distribution, poisson, process, hpp, poisson, process, nhpp, compound, poisson, process, course, purpose, course, foundation, course, probability, process, ii, course, probability, note, contrast, course, approach, probability"
999,625.722,Probability and Stochastic Process II,"This course is an introduction to theory and applications of stochastic processes. The course starts with a brief review of conditional probability, conditional expectation, conditional variance, central limit theorems, and Poisson Process. The topics covered include Gaussian random vectors and processes, renewal processes, renewal reward process, discrete-time Markov chains, classification of states, birth-death process, reversible Markov chains, branching process, continuous-time Markov chains, limiting probabilities, Kolmogorov differential equations, approximation methods for transition probabilities, random walks, and martingales. This course is proof oriented.",Johns Hopkins,"Baltimore, Maryland","probability, stochastic, process, ii",0,Theory,2,Statistics,"course, introduction, theory, application, process, course, review, probability, expectation, variance, limit, theorem, poisson, process, topic, vector, process, renewal, process, reward, process, markov, chain, classification, state, process, markov, chain, process, markov, chain, probability, equation, approximation, method, transition, probability, walk, martingale, course"
1000,625.728,Theory of Probability,"This course provides a rigorous, measure-theoretic introduction to probability theory. It begins with the notion of fields, sigma-fields, and measurable spaces and also surveys elements from integration theory and introduces random variables as measurable functions. It then examines the axioms of probability theory and fundamental concepts including conditioning, conditional probability and expectation, independence, and modes of convergence. Other topics covered include characteristic functions, basic limit theorems (including the weak and strong laws of large numbers), and the central limit theorem.",Johns Hopkins,"Baltimore, Maryland","theory, probability",0,Theory,2,Statistics,"course, introduction, probability, theory, notion, field, sigma-fields, space, element, integration, theory, introduces, variable, function, axiom, probability, theory, concept, conditioning, probability, expectation, independence, mode, convergence, topic, function, limit, theorem, law, number, limit, theorem"
1001,STATS 310A,Theory of Probability,"Mathematical tools: sigma algebras, measure theory, connections between coin tossing and Lebesgue measure, basic convergence theorems. Probability: independence, Borel-Cantelli lemmas, almost sure and Lp convergence, weak and strong laws of large numbers. Large deviations. Weak convergence; central limit theorems; Poisson convergence; Stein's method.",Stanford,"Stanford, California ","theory, probability",0,Theory,2,Statistics,"tool, sigma, algebra, measure, theory, connection, coin, tossing, measure, convergence, theorem, probability, independence, lemma, convergence, law, number, deviation, convergence, limit, theorem, convergence, stein, method"
1002,MATH 161,Probability,"Probability, conditional probability, random variables and distributions, expectation, special distributions, joint distributions, laws of large numbers, and the central limit theorem.",Tufts,"Medford, Massachusetts",probability,0,Theory,2,Statistics,"probability, probability, variable, distribution, expectation, distribution, distribution, law, number, limit, theorem"
1003,EAS 502,Introduction to Probability Theory for Data Science,"This course provides basic background on probability theory at a beginning graduate level. Topics include introductory probability concepts, discrete and continuous random variables and probability distributions, joint probability distributions, random sampling and data description, point estimation of parameters, random variables, derived probability distributions, discrete and continuous transforms and random incidence. As time permits, the course introduces elementary stochastic processes including Bernoulli and Poisson processes.",University at Buffalo,"Buffalo, New York","probability, theory",0,Theory,2,Statistics,"course, background, probability, theory, beginning, graduate, level, topic, probability, concept, discrete, random, variable, probability, distribution, probability, distribution, random, sampling, data, description, point, estimation, parameter, random, variable, probability, distribution, transforms, incidence, time, permit, course, introduces, process, bernoulli, poisson, process"
1004,MATH630,Probability Theory and Applications,Introduction to probability theory as background for further work in statistics or stochastic processes. Sample spaces and axioms of probability; conditional probability and independence; random variables and describing their distributions; classical discrete and continuous random variables; mathematical expectation and moments of a distribution; the distribution of a function of a random variable; Chebyshev’s inequality; infinite sequences of independent random variables; the weak and strong laws of large numbers; central limit theorems.,University of Delaware,"Newark, Delaware","probability, theory, application",0,Theory,2,Statistics,"introduction, probability, theory, background, work, statistic, process, sample, space, axiom, probability, probability, independence, variable, distribution, discrete, random, variable, expectation, moment, distribution, distribution, function, random, variable, inequality, sequence, variable, law, number, limit, theorem"
1005,STAT 510,Probability,"Elements of matrix algebra. Discrete and continuous random variables and their distributions. Moments and moment generating functions. Joint distributions. Functions and transformations of random variables. Law of large numbers and the central limit theorem. Point estimation: sufficiency, maximum likelihood, minimum variance. Confidence intervals.",University of Pennsylvania,"Philadelphia, Pennsylvania",probability,0,Theory,2,Statistics,"element, matrix, algebra, random, variable, distribution, moment, moment, function, distribution, function, transformation, random, variable, law, number, limit, theorem, point, estimation, sufficiency, likelihood, variance, confidence, interval"
1006,MSDS504,Review Probability and Stats,"A review of random variables, moments, and maximum likelihood estimation; elementary hypothesis tests and con dence intervals; Kolmogorov's axioms, independence, the Law of Total Probability, and Bayes’ Theorem; and multivariate distributions, conditional expectation, and Bayesian estimation.",University of San Francisco,"San Francisco, California","review, probability, stats",0,Theory,2,Statistics,"review, random, variable, moment, likelihood, estimation, hypothesis, test, con, dence, interval, axiom, independence, law, probability, bayes, theorem, distribution, expectation, estimation"
1007,STAT GR5701,Probability & Statistics for Data Science,"This course covers the following topics: Fundamentals of probability theory and statistical inference used in data science; Probabilistic models, random variables, useful distributions, expectations, law of large numbers, central limit theorem; Statistical inference; point and confidence interval estimation, hypothesis tests, linear regression.",Columbia,"New York City, New York","probability, statistic",0,Theory,2,Statistics,"course, topic, fundamental, probability, theory, inference, data, science, model, variable, distribution, expectation, law, number, limit, theorem, inference, point, confidence, interval, estimation, hypothesis, test, regression"
1008,DS-GA 1002,Probability and Statistics for Data Science,"This required course for the MS in Data Science should be taken in the first year of study. It covers fundamental concepts in probability and statistics from a data-science perspective. Prerequisites include: calculus I, linear algebra, basic programming skills and some experience with probability or statistics at an undergraduate level. Some prerequisites may be waived with permission from the instructor.",NYU,"New York City, New York","probability, statistic",0,Theory,2,Statistics,"course, m, data, science, year, study, concept, probability, statistic, perspective, prerequisite, calculus, i, algebra, programming, skill, experience, probability, statistic, level, prerequisite, permission, instructor"
1009,Stat 581,Probability & Statistics for Data Science,"The study of probabilistic and inferential tools important for applications in data science. Topics covered: Probability distributions; decision theory, Bayesian inference, classification, prediction; law of large numbers, central limit theorem; point and interval estimation; multiple testing, false-discovery rates.",Rutgers,"New Brunswick, New Jersey","probability, statistic",0,Theory,2,Statistics,"study, tool, application, data, science, topic, probability, distribution, decision, theory, inference, classification, prediction, law, number, limit, theorem, point, estimation, testing, rate"
1010,DATASCI W203,Statistics for Data Science,"This course provides students with a foundational understanding of classical statistics within the broader context of data science. Topics include exploratory analysis and descriptive statistics, probability theory and the foundations of statistical modeling, estimators, hypothesis testing, and classical linear regression. Causal inference and reproducibility issues are treated briefly. Students will learn to apply the most common statistical procedures correctly, checking assumptions and responding appropriately when they appear violated; to evaluate the design of a study and how the variables being measured relate to research questions; and to analyze real-world data using the open-source language R.",UC Berkeley,"Berkeley, California ",statistic,0,Theory,2,Statistics,"course, student, understanding, statistic, context, data, science, topic, analysis, statistic, probability, theory, foundation, modeling, estimator, hypothesis, testing, regression, causal, inference, reproducibility, issue, briefly, student, procedure, assumption, design, study, variable, relate, research, question, data, language, r"
1011,EC ENGR 131A,Probability and Statistics,"Introduction to basic concepts of probability, including random variables and vectors, distributions and densities, moments, characteristic functions, and limit theorems. Applications to communication, control, and signal processing. Introduction to computer simulation and generation of random events.",UCLA,"Los Angeles, California","probability, statistic",0,Theory,2,Statistics,"introduction, concept, probability, variable, vector, distribution, density, moment, function, limit, theorem, application, control, processing, introduction, computer, simulation, generation, event"
1012,ECE 225A,Probability of Statistics for Data Science,"The course reinforces students’ intuitive, theoretical, and computational understanding of probability and statistics, and builds on these foundations to introduce more advanced concepts useful in both data science research and practice. The following topics will be covered: basics, convergence, estimation, and hypothesis testing. Python programs, examples, and visualizations will be used throughout the course.",UCSD,"San Diego, California","probability, statistic",0,Theory,2,Statistics,"course, student, understanding, probability, statistic, build, foundation, concept, data, science, research, practice, topic, basic, convergence, estimation, hypothesis, testing, python, program, example, visualization, course"
1013,COMP 4441,Introduction to Probability and Statistics for Data Science,"The course introduces fundamentals of probability for data science. Students survey data visualization methods and summary statistics, develop models for data, and apply statistical techniques to assess the validity of the models. The techniques will include parametric and nonparametric methods for parameter estimation and hypothesis testing for a single sample mean and two sample means, for proportions, and for simple linear regression. Students will acquire sound theoretical footing for the methods where practical, and will apply them to real-world data, primarily using R.",University of Denver,"Denver, Colorado","probability, statistic",0,Theory,2,Statistics,"course, fundamental, probability, data, science, student, survey, data, visualization, method, statistic, model, data, technique, validity, model, technique, method, parameter, estimation, hypothesis, testing, sample, mean, sample, mean, proportion, regression, student, footing, method, data, r"
1014,COMP 4442,Advanced Probability and Statistics for Data Science,"This course builds on material in Probability and Statistics 1. Students will carry out model fitting and diagnostics for multiple regression, ANOVA, ANCOVA, and generalized linear models. Dimension reductions techniques such as PCA and Lasso are introduced, as are techniques for handling dependent data. The course introduces the principles of resampling and Bayesian Analysis. Students will acquire sound theoretical footing for the methods where practical, and will apply them to real-world data, primarily using R.",University of Denver,"Denver, Colorado","advanced, probability, statistic",0,Theory,2,Statistics,"course, material, probability, statistic, student, model, fitting, diagnostics, regression, anova, ancova, model, dimension, reduction, technique, pca, lasso, technique, data, course, principle, analysis, student, footing, method, data, r"
1015,UND 2,PROBABILITY & STATISTICS FOR DATA SCIENCE,"This first-semester course builds the statistical foundations for further work in data science, with a specific focus on statistical thinking in data collection, data quality analysis, linear dependence, probability theory, statistical inference and modeling.",University of Notre Dame,"Notre Dame, Indiana","probability, statistic",0,Theory,2,Statistics,"course, foundation, work, data, science, focus, thinking, data, collection, data, quality, analysis, dependence, probability, theory, inference, modeling"
1016,ENM 503,Intro to Probability & Statistics,"Introduction to combinatorics: the multiplication rule, the pigeonhole principle, permutations, combinations, binomial and multinomial coefficients, recurrence relations, methods of solving recurrence relations, permutations and combinations with repetitions, integer linear equation with unit coefficients, distributing balls into urns, inclusion-exclusion, an introduction to probability. Introduction to Probability: sets, sample setsevents, axioms of probability, simple results, equally likely outcomes, probability as a continuous set function and probability as a measure of belief, conditional probability, independent events, Bayes' formula, inverting probability trees. Random Variables: discrete and continuous, expected values, functions of random variables, variance. Some Special Discrete Random Variables: Bernoulli, Binomial, Poisson, Geometric, Pascal (Negative Binomial) Hypergeometric and Poisson. Some Special Continuous Random Variables: Uniform, Exponential, Gamma, Erlang, Normal, Beta and Triangular. Joint distribution functions, minimum and maximum of independent random variables, sums of independent random variables, reproduction properties. Properties of Expectation: sums of random variables, covariance, variance of sums and correlations, moment-generating function. Limit theorems: Chebyshev's inequality, law of large numbers and the central-limit theorem. Extra Topics: Generating random numbers and simulation, Monte-Carlo methods, The Poisson Process and Queueing Theory, Stochastic Processes and Regular Markov Chains, Absorbing Markov Chains and Random Walks.",University of Pennsylvania,"Philadelphia, Pennsylvania","intro, probability, statistic",0,Theory,2,Statistics,"introduction, combinatorics, multiplication, rule, principle, permutation, combination, coefficient, recurrence, relation, method, recurrence, relation, permutation, combination, repetition, integer, equation, unit, coefficient, ball, urn, inclusion-exclusion, introduction, probability, introduction, probability, set, sample, setsevents, axiom, probability, result, outcome, probability, set, function, probability, measure, belief, probability, event, bayes, formula, probability, tree, variable, discrete, value, function, random, variable, variance, random, variable, bernoulli, poisson, binomial, hypergeometric, poisson, random, variable, uniform, gamma, beta, triangular, distribution, function, minimum, maximum, random, variable, sum, random, variable, reproduction, property, property, expectation, sum, random, variable, covariance, variance, sum, correlation, function, limit, theorem, chebyshev, inequality, law, number, central-limit, theorem, topic, random, number, simulation, method, poisson, process, theory, process, markov, chain, markov, chain, walk"
1017,DATA 556,Introduction to Statistics & Probability,"In this course, you’ll get an overview of probability; conditional probability and independence; Bayes’ theorem; discrete and continuous random variables, including jointly distributed random variables; key distributions, including normal distribution and its spin-offs; properties of expectation and variance; conditional expectation; covariance and correlation; central limit theorem; law of large numbers; and parameter estimation.",University of Washington,"Seattle, Washington","statistic, probability",0,Theory,2,Statistics,"course, overview, probability, probability, independence, theorem, random, variable, variable, distribution, distribution, spin-off, property, expectation, variance, expectation, covariance, correlation, limit, theorem, law, number, estimation"
1018,MATH 541,Applied Stochastic Processes,"An introduction to stochastic processes without measure theory. Topics selected from: Markov chains in discrete and continuous time, queuing theory, branching processes, martingales, Brownian motion, stochastic calculus. Prerequisite: Mathematics 230 or Mathematics 340 or equivalent.",Duke,"Durham, North Carolina","stochastic, process",0,Theory,2,Statistics,"introduction, process, measure, theory, topic, markov, chain, time, theory, process, martingale, motion, calculus, prerequisite, mathematics, mathematics"
1019,MATH 481,Introduction to Stochastic Processes,"This is an introductory, undergraduate course in stochastic processes. Its purpose is to introduce students to a range of stochastic processes which are used as modeling tools in diverse fields of applications, especially in risk management applications for finance and insurance. The course covers basic classes of stochastic processes: Markov chains and martingales in discrete time; Brownian motion; and Poisson process. It also presents some aspects of stochastic calculus.",Illinois Institute of Tech,"Chicago, Illinois ","stochastic, process",0,Theory,2,Statistics,"introductory, course, process, purpose, student, range, process, modeling, tool, field, application, risk, management, application, finance, insurance, course, class, process, markov, chain, martingale, time, motion, poisson, process, aspect, calculus"
1020,MATH 542,Stochastic Processes,"This is an introductory course in stochastic processes. Its purpose is to introduce students into a range of stochastic processes, which are used as modeling tools in diverse field of applications, especially in the business applications. The course introduces the most fundamental ideas in the area of modeling and analysis of real World phenomena in terms of stochastic processes. The course covers different classes of Markov processes: discrete and continuous-time Markov chains, Brownian motion, and diffusion processes. It also presents some aspects of stochastic calculus with emphasis on the application to financial modeling and financial engineering.",Illinois Institute of Tech,"Chicago, Illinois ","stochastic, process",0,Theory,2,Statistics,"course, process, purpose, student, range, process, modeling, tool, field, application, business, application, course, idea, area, modeling, analysis, world, phenomenon, term, process, course, class, markov, process, discrete, markov, chain, motion, diffusion, process, aspect, calculus, emphasis, application, modeling, engineering"
1021,CME 308,Stochastic Methods in Engineering,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and an introduction to stochastic differential equations. Examples and problems from various applied areas.",Stanford,"Stanford, California ","stochastic, method, engineering",7,Software,5,Computer Science,"limit, theorem, probability, theory, application, estimation, monte, carlo, method, importance, sampling, markov, chain, process, walk, theory, application, estimation, time, control, filtering, diffusion, approximation, motion, introduction, equation, example, problem, area"
1022,MA 623,Stochastic Processes,"Random walks and Markov chains; Brownian motions and Markov processes; and applications, stationary (wide sense) processes, infinite divisibility, and spectral decomposition.",Stevens IT,"Hoboken, New Jersey","stochastic, process",0,Theory,2,Statistics,"random, walk, markov, chain, motion, process, application, sense, divisibility, decomposition"
1023,IE 575,Stochastic Methods,This course teaches the fundamentals of applied probability theory. Topics include algebra of events; sample space representation of the model of an experiment (any non-deterministic process); random variables; derived probability distributions; discrete and continuous transforms and random incidence. The course also introduces elementary stochastic processes including Bernoulli and Poisson processes and general discrete-state Markov processes. This is followed by a discussion of some basic limit theorems and some common issues and techniques of both classical and Bayesian statistics.,University at Buffalo,"Buffalo, New York","stochastic, method",0,Theory,2,Statistics,"course, fundamental, probability, theory, topic, algebra, event, space, representation, model, experiment, process, variable, probability, distribution, transforms, incidence, course, process, bernoulli, poisson, process, discrete-state, markov, discussion, limit, theorem, issue, technique, statistic"
1024,EE 5531,Probability and Stochastic Processes,"Probability, random variables and random processes. System response to random inputs. Gaussian, Markov and other processes for modeling and engineering applications. Correlation and spectral analysis. Estimation principles. Examples from digital communications and computer networks.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ","probability, stochastic, process",0,Theory,2,Statistics,"probability, variable, process, system, response, input, process, engineering, application, correlation, analysis, estimation, principle, example, communication, computer, network"
1025,ECE 440,Introduction to Random Processes,"The goal of this course is to learn how to model, analyze and simulate stochastic systems, found at the core of a number of disciplines in engineering, for example communication systems, stock options pricing and machine learning. This course is divided into five thematic blocks: Introduction, Probability review, Markov chains, Continuous-time Markov chains, and Gaussian, Markov and stationary random processes.",University of Rochester,"Rochester, New York",process,11,,,,"goal, course, analyze, system, core, number, discipline, engineering, example, communication, system, stock, option, pricing, machine, learning, course, block, introduction, probability, review, markov, chain, markov, chain, random, process"
1026,STAT-605,Introduction to Survey Sampling,"This course introduces the basic approaches to surveys, including simple random, systematic, and stratified sampling. Also included is the design of questionnaires and the analysis of sample data. Emphasis is on the practical application of sampling. Crosslist:",American,"Washington, DC",survey,11,,,,"course, approach, survey, random, sampling, design, questionnaire, analysis, sample, data, emphasis, application, crosslist"
1027,STAT 234,Methods of Survey Sampling,"Sampling frames; questionnaire design; simple random, systematic, stratified, and cluster sampling methods; comparing domain means; contingency table analysis.",Brigham Young ,"Provo, Utah","method, survey",11,,,,"frame, design, random, cluster, method, domain, mean, contingency, analysis"
1028,SOCIOL 720,Survey Research Methods,"Theory and application of survey research techniques in the social sciences. Sampling, measurement, questionnaire construction and distribution, pretesting and posttesting, response effects, validity and reliability, scaling of data, data reduction and analysis.",Duke,"Durham, North Carolina","survey, research, method",10,Thesis,1,Topics,"theory, application, survey, research, technique, science, sampling, measurement, questionnaire, construction, distribution, response, effect, validity, reliability, scaling, data, data, reduction, analysis"
1029,CS 6350,Empirical Research Methods,"Presents an overview of methods for conducting empirical research within computer science. These methods help provide objective answers to questions about the usability, effectiveness, and acceptability of systems. The course covers the basics of the scientific method, building from a survey of objective measures to the fundamentals of hypothesis testing using relatively simple research designs, and on to more advanced research designs and statistical methods. The course also includes a significant amount of fieldwork, spanning the design, conduct, and presentation of small empirical studies.",Northeastern,"Boston, Massachusetts","empirical, research, method",10,Thesis,1,Topics,"present, overview, method, research, computer, science, method, answer, question, usability, effectiveness, acceptability, system, course, basic, method, survey, measure, fundamental, hypothesis, research, design, research, design, method, course, amount, fieldwork, design, conduct, presentation, study"
1030,STAT 920,Sample Survey Methods,"This course will cover the design and analysis of sample surveys. Topics include simple random sampling, stratified sampling, cluster sampling, graphics, regression analysis using complex surveys and methods for handling nonresponse bias.",University of Pennsylvania,"Philadelphia, Pennsylvania","sample, survey, method",11,,,,"course, design, analysis, survey, topic, sampling, sampling, cluster, sampling, graphic, regression, analysis, survey, method, bias"
1031,DSC 530,Methods in Data-Enabled Research into Human Behavior and its Cognitive and Neural Mechanisms,"This course provides a hand-on introduction to experimental and analytical methods in cognitive science and artificial intelligence. Each year, it offers three modules from a rotating list, including topics such as brain imaging, computational linguistics, and computer vision. The course is open to graduate students in any discipline. The course is recommended for who intend to pursue research in the the intersection of cognitive science and computer science, but prior experience in those fields is not required. It is required for students supported by the BCS/CS NRT graduate training grant. For 2015, the modules are imaging and interpreting brain activity, large scale text corpus analysis, and sensing in the wild.",University of Rochester,"Rochester, New York","method, data-enabled, research, human, behavior, cognitive, neural, mechanism",10,Thesis,1,Topics,"course, introduction, method, science, intelligence, year, module, list, topic, brain, imaging, linguistics, computer, vision, course, student, discipline, course, research, intersection, science, computer, science, experience, field, student, bcs/cs, graduate, training, grant, module, brain, activity, scale, text, corpus, analysis, wild"
1032,DSC 531,Methods in Data-Enabled Research into Human Behavior and its Cognitive and Neural Mechanisms Practicum,"In this interdisciplinary project course, graduate students will work in mixed teams to develop an artifact that addresses a research question and/or infrastructure need in the intersection of cognitive science and artificial intelligence. Students will learn principles of design by participating in the stages of brainstorming, specification, initial design, prototyping, refinement, and evaluation. The artifacts created by this course could include online showcases, demonstrations, tutorials, blogs, scientific papers, and software components to support further research. The course is required for students supported by the BCS/CS NRT graduate training grant, and should be taken the semester after the corresponding methods course.",University of Rochester,"Rochester, New York","method, data-enabled, research, human, behavior, cognitive, neural, mechanism, practicum",10,Thesis,1,Topics,"project, course, student, team, artifact, research, question, infrastructure, need, intersection, science, intelligence, student, principle, design, stage, brainstorming, specification, design, prototyping, refinement, evaluation, artifact, course, showcase, demonstration, tutorial, blog, paper, software, component, research, course, student, bcs/cs, graduate, training, grant, semester, method, course"
1033,5320,Survey of Data Science Applications,"This course introduces foundational data science terminology and conventions, and exposes students to a wide range of data science applications, e.g., in genomics, health care, informatics, astronomy/physics, neuroimaging, cyber-physical systems, business, and finance.",Vanderbilt University,"Nashville, Tennessee","survey, application",11,,,,"course, data, science, terminology, convention, student, range, data, science, application, e.g., genomics, health, care, informatics, astronomy/physics, system, business, finance"
1034,STAT 469,Applied Time Series and Forecasting,"Data mining, univariate ARIMA time series theory and application, seasonal models, spatial correlation models, conditional heteroscedastic models in financial time series, case studies.",Brigham Young ,"Provo, Utah","applied, time, series, forecasting",0,Theory,2,Statistics,"data, mining, arima, time, series, theory, application, model, correlation, model, model, time, series, case, study"
1035,STA5856,Time Series and Forecasting Methods,"Autoregressive, moving average and mixed models, autocovariance and autocorrelation functions, model identification, forecasting techniques, seasonal model identification estimation and forecasting, intervention and transfer function model identification, estimation and forecasting.",FSU,"Tallahassee, Florida ","time, series, forecasting, method",0,Theory,2,Statistics,"average, model, autocovariance, autocorrelation, function, model, identification, technique, model, identification, estimation, forecasting, intervention, function, model, identification, estimation, forecasting"
1036,MSDS 413,DL Time Series Analysis and Forecasting,"The objective of this course is to cover key analytical techniques used in the analysis and forecasting of time series data. Specific topics include the role of forecasting in organizations, exponential smoothing methods, stationary and non-stationary time series, autocorrelation and partial autocorrelation functions, univariate autoregressive integrated moving average (ARIMA) models, seasonal models, Box-Jenkins methodology, regression models with ARIMA errors, transfer function modeling, intervention analysis, and multivariate time series analysis.",Northwestern,"Evanston, Illinois","dl, time, series, forecasting",0,Theory,2,Statistics,"objective, course, technique, analysis, forecasting, time, series, data, topic, role, organization, method, time, series, autocorrelation, autocorrelation, function, autoregressive, average, model, model, box-jenkins, methodology, regression, model, error, transfer, function, modeling, intervention, analysis, time, series, analysis"
1037,UND 14,TIME SERIES AND FORECASTING,"Focusing on financial data sets and applications, students study time series models and computational techniques for model estimation, model diagnostics and forecasting.",University of Notre Dame,"Notre Dame, Indiana","time, series, forecasting",0,Theory,2,Statistics,"data, set, application, student, time, series, model, technique, model, estimation, model, diagnostics, forecasting"
1038,STAT 910,Forecasting and Time-Series Analysis,"Fourier analysis of data, stationary time series, properties of autoregressive moving average models and estimation of their parameters, spectral analysis, forecasting. Discussion of applications to problems in economics, engineering, physical science, and life science.",University of Pennsylvania,"Philadelphia, Pennsylvania","forecasting, time-series",0,Theory,2,Statistics,"analysis, data, time, series, property, model, estimation, parameter, analysis, discussion, application, problem, economics, engineering, science, life, science"
1039,DSC 475,Time Series Analysis & Forecasting in Data Science,"Time series analysis is a valuable data analysis technique in a variety of industrial (e.g., prognostics and health management), business (e.g., financial data analysis) and healthcare (e.g., disease progression modeling) applications. Moreover, forecasting in time series is an essential component of predictive analytics. The course will begin with an introduction to practical aspects relevant to time series data analysis such as data collection, characterization, and preprocessing. Topics covered will include smoothing methods (moving average, exponential smoothing), trend and seasonality in regression models, autocorrelation, AR and ARIMA models, and application of neural network (including deep learning-based) models to time-series data. Students shall work on projects with time-series data sets using modeling tools in Python/R.",University of Rochester,"Rochester, New York","time, series, forecasting",0,Theory,2,Statistics,"time, series, analysis, data, analysis, technique, variety, prognostic, health, management, business, e.g., data, analysis, healthcare, progression, application, time, series, component, analytics, course, introduction, aspect, time, series, data, analysis, data, collection, characterization, topic, method, average, smoothing, trend, seasonality, regression, model, autocorrelation, ar, arima, model, application, network, model, time-series, data, student, project, time-series, data, set, modeling, tool, python/r"
1040,STAT-522,Time-Series Analysis,"An introduction to the theory of time-dependent data. The analysis includes modeling, estimation, and testing of data in the time domain using autoregressive and moving average models. Usually Offered: alternate springs (odd years). Prerequisite:",American,"Washington, DC",time-series,0,Theory,2,Statistics,"introduction, theory, data, analysis, modeling, estimation, data, time, domain, model, spring, year, prerequisite"
1041,MATH 559,Time Series Analysis,"Trend analysis and smoothing. Estimation, testing, modeling and forecasting for ARMA and ARIMA models. Prerequisite: MATH 555. 4 cr. Every three years. Levels: Graduate, Undergraduate",Binghamton,"Binghamton, New York","time, series",0,Theory,2,Statistics,"trend, analysis, smoothing, estimation, arma, model, prerequisite, math, cr, year, level, graduate, undergraduate"
1042,ECON 612,Time Series Econometrics,"Empirical research in macroeconomics and international finance, providing students with a series of econometric tools for empirical analysis of time-series and an introduction to the current empirical research in macroeconomics, international finance, and forecasting. Small project and simple empirical research required. Prerequisites: Satisfactory performance (as judged by the instructor) in Econometrics (Economics 208D) plus a course in Linear Algebra or consent of the instructor. A course in macroeconomics (Economics 210D) is very useful but not strictly enforced.",Duke,"Durham, North Carolina","time, series, econometrics",1,Business,1,Topics,"research, macroeconomics, finance, student, series, tool, analysis, time-series, introduction, research, macroeconomics, finance, forecasting, project, research, prerequisite, performance, instructor, econometrics, economics, course, algebra, consent, instructor, course, macroeconomics, economics"
