,Course ID,Course Title,Course Description,University,Location,Course Title Stripped,Minor Cluster,Minor Cluster Name,Major Cluster,Major Cluster Name
825,BE 537,Biomedical Image Analysis,"This course covers the fundamentals of advanced quantitative image analysis that apply to all of the major and emerging modalities in biological/biomaterials imaging and in vivo biomedical imaging. While traditional image processing techniques will be discussed to provide context, the emphasis will be on cutting edge aspects of all areas of image analysis (including registration, segmentation, and high-dimensional statistical analysis). Significant coverage of state-of-the-art biomedical research and clinical applications will be incorporated to reinforce the theoretical basis of the analysis methods.",University of Pennsylvania,"Philadelphia, Pennsylvania","image, analysis",3,Other,2,Topics
826,BIOSTAT 902,Missing Data Analysis: Theory and Application,"Theory and application of missing data methodology, ad hoc methods, missing data mechanism, selection models, pattern mixture models, likelihood-based methods, multiple imputation, inverse probability weighting, sensitivity analysis.",Duke,"Durham, North Carolina","analysis, theory, application",1,Software,7,Computer Science
827,605.632,Graph Analytics,"Graphs are a flexible data structure that facilitates fusion of disparate data sets. Applications of graphs have shown steady growth with the development of Internet, cyber, and social networks, presenting large graphs for which analysis remains a challenging problem. This course introduces algorithms and techniques to address large-scale graph analytics. It will blend graph analytics theory, hands-on development of graph analytics algorithms, as well as processing approaches that support the analytics. We will start by introducing graphs, their properties, and example applications, including necessary background on probability and linear algebra. Statistical properties of random and scale-free graphs will be introduced. Graph analytic methods, including centrality measures, graph clustering, partitioning, link inference, and dynamic graph processes such as diffusion, contagion, and opinion formation will be covered. Application of graph analytics to high-dimensional data analysis and data clustering will be discussed. Students will use standard graph interfaces as well as linear algebra-based methods to analyze graphs. Parallelization of analytics to handle larger-scale graphs will be discussed. Students will identify and apply suitable algorithms and analysis techniques to a variety of graph analytics problems, as well as gain experience setting up and solving these problems. There will be hands-on programming assignments",Johns Hopkins,"Baltimore, Maryland",graph,2,Visualization,6,Visualization
828,CSP 504/BCS 510,Data Analysis I,"Issues of data analysis in experimental research. The course focuses on parametric techniques, specifically analysis of variance. Topics covered include simple and complex designs for between and within subjects factors, including mixed designs; analysis of covariance and trend and contrasts. The course includes a lab in which students are taught to use a popular statistical package for data analysis",University of Rochester,"Rochester, New York","analysis, i",3,Other,2,Topics
829,BCS 513,Introduction to fMRI,"The core focus of the course will be on how fMRI can be used to ask questions about neural representations and cognitive and perceptual information processing. Some of the questions that the course will address include: 1) The basic fMRI signal just shows activation in different parts of the brain. How can we get from that to addressing questions about neural representations and neural information processing? 2) Ways of relating neural activation to behavioural performance. Can fMRI provide information over and above what can be obtained from behaviour alone? 3) Standard fMRI analysis using the General Linear Model, including preprocessing steps. 4) Multivariate fMRI analysis using machine learning approaches. There will also be a component, about 20% of the class, on the big-picture aspects of MRI physics and physiology which make fMRI possible.",University of Rochester,"Rochester, New York",introduction,2,Visualization,6,Visualization
830,ENMG661,Leading Virtual/Global Teams,"This course is designed to help the student apply managerial concepts and skills to managing and leading virtual and/or global work teams. Geographically dispersed work teams have great challenges: tone is difficult to convey electronically, time zones limit audio communication opportunities, work oversight requires more reposting, and team building is exceedingly difficult using technological - rather than in-person - tools. Language and culture differences in multinational teams compound these challenges. Students will learn to empower others, build credibility, communicate appropriately and adapt quickly across cultures and technologies.",University of Maryland--College Park,"Adelphi, Maryland",,3,Other,2,Topics
831,PSY 762,Functional Magnetic Resonance Imaging,"The course covers all aspects of functional magnetic resonance imaging, from its basic principles in physics, engineering, biophysics, and physiology; through computational, analytic, and signal processing issues; to its applications in neurobiology and cognitive neuroscience. The course will consist of weekly lectures and integrated laboratory sessions. Lectures will be given by BIAC faculty, and will incorporate primary readings in the field to encourage discussion. The laboratory sessions will involve analysis of fMRI data sets that illustrate issues discussed in the lectures. Students will gain experience both in the theoretical principles of fMRI and in the practical aspects of experimental design and data analysis.",Duke,"Durham, North Carolina","resonance, imaging",3,Other,2,Topics
832,MEAM 537,Nanotribology,"Engineering is progressing to ever smaller scales, enabling new technologies, materials, devices, and applications. This course will provide an introduction to nano-scale tribology and the critical role it plays in the developing areas of nanoscience and nanotechnology. We will discuss how contact, adhesion, friction, lubrication, and wear at interfaces originate, using an integrated approach that combines concepts of mechanics, materials science, chemistry, and physics. We will cover a range of concepts and applications, drawing connections to both established and new approaches. We will discuss the limits of continuum mechanics and present newly developed theories and experiments tailored to describe micro- and nano-scale phenomena. We will emphasize specific applications throughout the course. Reading of scientific literature, critical peer discussion, individual and team problem assignments, and a peer-reviewed literature research project will be assigned as part of the course.",University of Pennsylvania,"Philadelphia, Pennsylvania",nanotribology,3,Other,2,Topics
833,DATA 2080,Data and Society,"A course on the social, political, and philosophical issues raised by the theory and practice of data science. Explores how data science is transforming not only our sense of science and scientific knowledge, but our sense of ourselves and our communities and our commitments concerning human affairs and institutions generally. Students will examine the field of data science in light of perspectives provided by the philosophy of science and technology, the sociology of knowledge, and science studies, and explore the consequences of data science for life in the first half of the 21st century.",Brown,"Providence, Rhode Island ",society,12,Business,2,Topics
834,COMS E6998,NLP: Computational Models of Social Meaning,"1. Sentiment Analysis: automatic detection of people’s sentiment towards a topic, event, product, or persons. Practical applications in various domains will be discussed (e.g., predicting stock market prices, or presidential elections) 2. Emotion and Mood Analysis: automatic detection of people’s emotions (angry, sad, happy) by analyzing various media such as books, emails, lyrics, online discussion forums. Practical applications in various domains (such as predicting depression, categorization of songs) 3. Belief Analysis and Hedging: automatic detection of people’s beliefs (committed belief and non-committed beliefs) from social media. Analysis of the use of hedging as a communicative device in various media: online discussions, scientific writing or legal discussions. 4. Deception Detection (e.g., detecting fake reviews online, or deceptive speech in court proceedings) 5. Argumentation Mining: automatic detection of arguments from text, such as online discussion or persuasive essays. Practical application for various domains (e.g., political, legal or education (e.g., improving students’ skills in writing persuasive essays) 6. Social Power: automatic detection of power structure in organizations by analyzing people’s communications such as emails. 7. Extracting Social Networks from text, such as networks of characters from novels, or networks from social media (e.g., people holding particular opinions, or network of friends). 8. Personality and Interpersonal Stance",Columbia,"New York City, New York","nlp, meaning",3,Other,2,Topics
835,ITEC-620,Business Insights through Analytics,"Students are introduced to descriptive, predictive, and prescriptive analytics and to models, tools, and methods commonly used in each area to develop multidisciplinary business insights from data. They develop skills that enable them to present solutions to problems and provide answers to business questions in various business disciplines through hands-on exercises and a term project. The course emphasizes model development and the use of commercial software to manage, report, and analyze data. Grading: A-F only. Prerequisite:",American,"Washington, DC",business,12,Business,2,Topics
836,IDS 703,Data Scraping and Introduction to Text Analysis,"Introduction to the rich opportunities for using textual data produced by websites, social media platforms, digitization of administrative and historical records, and new monitoring technologies to gain insights and make decisions.",Duke,"Durham, North Carolina","scraping, introduction, analysis",2,Visualization,6,Visualization
837,625.25,Multivariable and Complex Analysis,"This course covers fundamental mathematical tools useful in all areas of applied mathematics, including statistics, data science, and differential equations. The course covers basic principles in linear algebra, multivariate calculus, and complex analysis. Within linear algebra, topics include matrices, systems of linear equations, determinants, matrix inverse, and eigenvalues/eigenvectors. Relative to multivariate calculus, the topics include vector differential calculus (gradient, divergence, curl) and vector integral calculus (line and double integrals, surface integrals, Green’s theorem, triple integrals, divergence theorem and Stokes’ theorem). For complex analysis, the course covers complex numbers and functions, conformal maps, complex integration, power series and Laurent series, and, time permitting, the residue integration method.",Johns Hopkins,"Baltimore, Maryland",analysis,3,Other,2,Topics
838,MSDS 464,DL Intelligent Systems and Robotics,"This course introduces reinforcement learning as an approach to intelligent systems, emphasizing applications such as robotic processes automation, conversational agents and robotics that mimic human behavior. Students implement intelligent agents to solve both discrete- and continuous-valued sequential decision-making problems. Students develop, debug, train, visualize, and customize programs in a variety of learning environments. The course reviews Markov decision processes, dynamic programming, temporal difference learning, Monte Carlo reinforcement learning, eligibility traces, the role of function approximation, and the integration of learning and planning. This is a case study and project-based course with a substantial programming component.",Northwestern,"Evanston, Illinois",,3,Other,2,Topics
839,BMIN-GA 3004,Next Generation Sequencing,This course provides practical training in informatics methods for analysis of next-generation DNA sequencing (NGS) data.,NYU,"New York City, New York",generation,3,Other,2,Topics
840,STAT 5101,Theory of Statistics I,"Logical development of probability, basic issues in statistics. Probability spaces. Random variables, their distributions and expected values. Law of large numbers, central limit theorem, generating functions, multivariate normal distribution.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ",theory,1,Software,7,Computer Science
841,EES 421,Quantitative Environmental Problem Solving,"This course provides an interdisciplinary, quantitative approach to environmental problems. Students develop a ""toolkit"" of quantitative methods and apply them to a variety of environmental questions. These tools include back-of-the-envelope estimation, dimensional analysis, box modeling, basic chemistry, and a system for detecting misleading information in maps, statistics, and graphical displays of information.",University of Rochester,"Rochester, New York",problem,3,Other,2,Topics
842,STAT 6210,Data Analysis,"Review of statistical principles of data analysis, using computerized statistical procedures. Multiple regression and the general linear model, analysis of contingency tables and categorical data, logistic regression for qualitative responses.",George Washington University,"Washington, DC",analysis,3,Other,2,Topics
843,PPUA 7237,Advanced Spatial Analysis of Urban Systems,"Builds on skills covered in PPUA 5263. Offers students an opportunity to obtain greater depth in the analysis of urban spatial data focused on several urban systems (including social, built, and natural systems). Focuses on understanding the spatial relationships between various new and large urban datasets relevant to current policy challenges within cities. This is a project-based class.",Northeastern,"Boston, Massachusetts",analysis,3,Other,2,Topics
844,MSDS 434,DL Analytics Application Engineering,"This course covers programming components essential to the development of analytics applications. The focus is analytics software engineering. Students learn to develop single-system/desktop solutions as well as client-server solutions. They learn about web-based, client-server solutions employing a variety of front-end and back-end system components. Students develop software, working on open-source programming, database, and systems integration projects. They employ best practices in software development.Â",Northwestern,"Evanston, Illinois","dl, application, engineering",7,Data Warehousing,5,Data Warehousing
845,ECE 442,Network Science Analytics,"The science of networks is an emerging discipline of great importance that combines graph theory, probability and statistics, and facets of engineering and the social sciences. This course will provide students with the mathematical tools and computational training to understand large-scale networks in the current era of Big Data. It will introduce basic network models and structural descriptors, network dynamics and prediction of processes evolving on graphs, modern algorithms for topology inference, community and anomaly detection, as well as fundamentals of social network analysis. All concepts and theories will be illustrated with numerous applications and case studies from technological, social, biological, and information networks.",University of Rochester,"Rochester, New York","network, science",11,Parallel Computing,8,HPC
846,625.662,Design and Analysis of Experiments,"Statistically designed experiments are the efficient allocation of resources to maximize the amount of information obtained with a minimum expenditure of time and effort. Design of experiments is applicable to both physical experimentation and computer simulation models. This course covers the principles of experimental design, the analysis of variance method, the difference between fixed and random effects and between nested and crossed effects, and the concept of confounded effects. The designs covered include completely random, randomized block, Latin squares, split-plot, factorial, fractional factorial, nested treatments and variance component analysis, response surface, optimal, Latin hypercube, and Taguchi. Any experiment can correctly be analyzed by learning how to construct the applicable design structure diagram (Hasse diagrams).",Johns Hopkins,"Baltimore, Maryland","design, analysis",3,Other,2,Topics
847,STATS 300A,Theory of Statistics I,"Finite sample optimality of statistical procedures; Decision theory: loss, risk, admissibility; Principles of data reduction: sufficiency, ancillarity, completeness; Statistical models: exponential families, group families, nonparametric families; Point estimation: optimal unbiased and equivariant estimation, Bayes estimation, minimax estimation; Hypothesis testing and confidence intervals: uniformly most powerful tests, uniformly most accurate confidence intervals, optimal unbiased and invariant tests.",Stanford,"Stanford, California ",theory,1,Software,7,Computer Science
848,PHYS 5116,Complex Networks and Applications,"Introduces network science and the set of analytical, numerical, and modeling tools used to understand complex networks emerging in nature and technology. Focuses on the empirical study of real networks, with examples coming from biology (metabolic, protein interaction networks), computer science (World Wide Web, Internet), or social systems (e-mail, friendship networks). Shows the organizing principles that govern the emergence of networks and the set of tools necessary to characterize and model them. Covers elements of graph theory, statistical physics, biology, and social science as they pertain to the understanding of complex systems.",Northeastern,"Boston, Massachusetts",,3,Other,2,Topics
849,PHTH 5202,Introduction to Epidemiology,"Introduces the principles, concepts, and methods of population-based epidemiologic research. Offers students an opportunity to understand and critically review epidemiologic studies. Lectures and discussions aim to serve as a foundation for training in epidemiology, quantitative methods, and population-based health research. The course is a required introductory course for students in the Master of Public Health program and is appropriate for students who are interested in epidemiologic research. Students not meeting course restrictions may seek permission of instructor.",Northeastern,"Boston, Massachusetts",introduction,2,Visualization,6,Visualization
850,BST 432,High Dimensional Data Analysis,"Application of statistical theory to the analysis of high throughput data; introduction to Bioconductor; molecular profiles (mRNA, cDNA, microRNA, proteomics); platforms (Affymetrix and other microarrays, PCR, RNA seq); quality control (quality assessment, batch-effects); exploratory methods (graphical methods, clustering, principal component analysis and other dimension reduction techniques); differential expression and multiple hypothesis testing; classification (feature selection, multivariate methods, machine learning, cross-validation).",University of Rochester,"Rochester, New York",analysis,3,Other,2,Topics
851,STAT 274,Theory of Interest,"Theory of interest, annuities, amortization, financial derivatives. Prepares for SOA Exam FM.",Brigham Young ,"Provo, Utah","theory, interest",1,Software,7,Computer Science
852,ENVS-660,Climatology,"This course investigates the physical and energetic exchange mechanisms within the atmosphere through time and space. Climate is examined by reconstructing the past and modeling future trends. Emphasis is placed on large-scale climate patterns, but the processes involved in storm front development also are explored. Topics covered include atmosphere-ocean interaction, wind circulation patterns, atmospheric water vapor and temperature, hurricane and tornado development, and the climate's impact on humans and their response to it. Crosslist:",American,"Washington, DC",climatology,3,Other,2,Topics
853,BMIN-GA 3003,Proteomics Informatics,"This course will give an introduction of proteomics and mass spectrometry workflows, experimental design, and data analysis with a focus on algorithms for extracting information from experimental data.",NYU,"New York City, New York",,3,Other,2,Topics
854,COMPSCI 630,Systems,"This class is an in-depth introduction to systems, focusing on principles of system design that cross-cut numerous systems artifacts, including operating systems, databases, runtime systems, and architecture. We will cover all levels of the ""system stack"", from chips to distributed systems. This class may be used to satisfy systems core requirements.",University of Massachusetts--Amherst,"Amherst, Massachusetts",,3,Other,2,Topics
855,COMPSCI 603,Robotics,"This course is intended to serve as an advanced overview of robotics spanning the complete autonomy loop: perception, planning, and control. We will study the theory, algorithms, andefficient implementations related to these topics, with a focus on open discussions for how to do research to go beyond the state of the art. Students will gain hands-on experience in implementing, and extending such algorithms using real robot data, as well as simulations.",University of Massachusetts--Amherst,"Amherst, Massachusetts",,3,Other,2,Topics
856,DS 6001,Practice and Application of Data Science,"This course covers the practice of data science practice, including communication, exploratory data analysis, and visualization. Also covered are the selection of algorithms to suit the problem to be solved, user needs, and data. Case studies will explore the impact of data science across different domains.",University of Virginia,"Charlottesville, Virginia","practice, application, science",3,Other,2,Topics
857,DS 6003,Practice and Application of Data Science II,"This course covers the practice of data science practice, including communication, exploratory data analysis, and visualization. Also covered are the selection of algorithms to suit the problem to be solved, user needs, and data. Students will use their capstone projects to explore the impact of data science on that domain.",University of Virginia,"Charlottesville, Virginia","practice, application, science, ii",3,Other,2,Topics
858,COMS E6998,Topics in Computer Science: Projects in Data Science: A First Course,"This course will introduce students to the practice of Data Science. Across many practice areas, Data Science is applied to generate knowledge and improve the quality of products and services. The form of this work can incorporate a wide variety of information sources, analytical methods, technological systems, and reporting formats. This course will provide exposure to the tools and techniques of Data Science while exploring a number of representative Practice Areas, Methods, and Software Skills",Columbia,"New York City, New York","computer, science, science, course",11,Parallel Computing,8,HPC
859,625.641,Mathematics of Finance: Investment Science,"This course offers a rigorous treatment of the subject of investment as a scientific discipline. Mathematics is employed as the main tool to convey the principles of investment science and their use to make investment calculations for good decision making. Topics covered in the course include the basic theory of interest and its applications to fixed-income securities, cash flow analysis and capital budgeting, mean-variance portfolio theory and the associated capital asset pricing model, utility function theory and risk analysis, derivative securities and basic option theory, and portfolio evaluation.",Johns Hopkins,"Baltimore, Maryland","finance, investment, science",12,Business,2,Topics
860,625.642,"Mathematics of Risk, Options, and Financial Derivatives","The concept of options stems from the inherent human desire and need to reduce risks. This course starts with a rigorous mathematical treatment of options pricing, credit default swaps, and related areas by developing a powerful mathematical tool known as Ito calculus. We introduce and use the well-known field of stochastic differential equations to develop various techniques as needed, as well as discuss the theory of martingales. The mathematics will be applied to the arbitrage pricing of financial derivatives, which is the main topic of the course. We treat the Black-Scholes theory in detail and use it to understand how to price various options and other quantitative financial instruments. We also discuss interest rate theory. We further apply these techniques to investigate stochastic differential games, which can be used to model various financial and economic situations including the stock market. Time permitting, we discuss related topics in mechanism designs, a subfield of game theory that is concerned about designing economic games with desired outcome.",Johns Hopkins,"Baltimore, Maryland",risk,3,Other,2,Topics
861,GSND 5110,Game Design and Analysis,"Provides theoretical background and foundation for analyzing and designing games. Examines fundamental domains that are necessary to understand what games are and how they affect players, including but not limited to interface design, level design, narrative, learning, and culture. Presents relevant concepts and frameworks from a wide variety of disciplines&#8212;psychology, phenomenology, sociology, anthropology, media studies, affect theories, learning theories, and theories of motivation&#8212;for each domain. Explains the core elements of game design, introduces students to formal abstract design tools, explores several models of design process and iteration, and offers students an opportunity to practice game design in groups.",Northeastern,"Boston, Massachusetts","game, design, analysis",3,Other,2,Topics
862,MSDS 480,DL Business Leadership and Communications,"This course introduces fundamental leadership theory and associated behaviors to enable students to excel in their analytics careers. The course builds from the basic premise that leadership is learned. It examines the theory and practice of leadership at the individual and organizational levels and discusses how to drive effective change in organizations at various stages in an enterprise analytics transformation process. Students spend three weeks on analytics-specific project management, in which they design an analytics project plan using an agile approach. They incorporate the cross-industry standard process for data mining (CRISP-DM) methodology, and execute that plan in a simulated business setting. Leadership challenges unique to analytics departments in various company sizes are addressed through the use of case studies and theory-based assignments. The course focuses on developing effective communication strategies and presentations that resonate across business and technical teams.",Northwestern,"Evanston, Illinois","dl, business, leadership",12,Business,2,Topics
863,COMS W4995,Topics in Computer Science: Elements of Data Science: A First Course,"This course is designed as an introduction to elements that constitutes the skill set of a data scientist. The course will focus on the utility of these elements in common tasks of a data scientist, rather than their theoretical formulation and properties. The course provides a foundation of basic theory and methodology with applied examples to analyze large engineering, business, and social data for data science problems. Hands-on experiments with R or Python will be emphasized.",Columbia,"New York City, New York","computer, science, science, course",11,Parallel Computing,8,HPC
864,CLST 544L,Introduction to Digital Archaeology,"Course studies the radical changes that new methodologies and technologies have wrought in archaeology. Remote sensing technologies, digital tools, virtual reality systems for data recording, documentation, simulation and communication of archaeological data have profoundly changed archaeological field operations. Course surveys the state of the art in: techniques of digital recording and digital documentation; GIS and remote sensing; international case studies in digital archaeology; virtual reality and virtual simulation; Web and digital publications.",Duke,"Durham, North Carolina","introduction, archaeology",2,Visualization,6,Visualization
865,625.601,Real Analysis,"This course presents a rigorous treatment of fundamental concepts in analysis. Emphasis is placed on careful reasoning and proofs. Topics covered include the completeness and order properties of real numbers, limits and continuity, conditions for integrability and differentiability, infinite sequences, and series. Basic notions of topology and measure are also introduced.",Johns Hopkins,"Baltimore, Maryland",analysis,3,Other,2,Topics
866,STAT 466,Introduction to Reliability,"Mathematics, distributions, management, and maintenance of basic reliability concepts; collection and analysis of test data; fault tree analysis; applying reliability in various areas.",Brigham Young ,"Provo, Utah","introduction, reliability",2,Visualization,6,Visualization
867,CS-GY 6323,Large-Scale Visual Analytics,"Visual analytics combines interactive visual interfaces and information visualization techniques with automatic algorithms to support analytical reasoning through human-computer interaction. People use visual analytics tools and techniques to synthesize information and derive insight from massive, dynamic, ambiguous, and often conflicting data, and to communicate their findings effectively for decision-making. This course will serve as an introduction to the science and technology of visual analytics and will include lectures on both theoretical foundations and application methodologies. The goals of this course are for students to develop a comprehensive understanding of this emerging, multidisciplinary field, and apply that understanding toward a focused research problem in a real-world application or a domain of personal interest.",NYU,"New York City, New York",,3,Other,2,Topics
868,CS 231N,Convolutional Neural Networks for Visual Recognition,"Computer Vision has become ubiquitous in our society, with applications innsearch, image understanding, apps, mapping, medicine, drones, andnself-driving cars. Core to many of these applications are the tasks of image classification, localization and detection. This course is a deep dive into details of neural network architectures with a focus on learning end-to-end models for these tasks, particularly image classification. During the 10-week course, students will learn to implement, train and debug their own neural networks and gain a detailed understanding of cutting-edge research in computer vision. The final assignment will involve training a multi-million parameter convolutional neural network and applying it on the largest image classification dataset (ImageNet). We will focus on teaching how to set up the problem of image recognition, the learning algorithms (e.g. backpropagation), practical engineering tricks for training and fine-tuning the networks and guide the students through hands-on assignments and a final course project. Much of the background and materials of this course will be drawn from the ImageNet Challenge: http://image-net.org/challenges/LSVRC/2014/index.",Stanford,"Stanford, California ",recognition,3,Other,2,Topics
869,PHYS 7331,Network Science Data,"Offers an overview of data mining and analysis and techniques in network science. Introduces students to network data analysis. Presents algorithms for the characterization and measurement of networks (centrality based, decomposition, community analysis, etc.) and issues in sampling and statistical biases. Reviews visualization algorithms and specific software tools. Offers students an opportunity to learn about working with real-world network datasets.",Northeastern,"Boston, Massachusetts","network, science",11,Parallel Computing,8,HPC
870,COMPSCI 575,Combinatorics and Graph Theory,"This course is a basic introduction to combinatorics and graph theory for advanced undergraduates in computer science, mathematics, engineering and science. Topics covered include: elements of graph theory; Euler and Hamiltonian circuits; graph coloring; matching; basic counting methods; generating functions; recurrences; inclusion-exclusion; and Polya's theory of counting.",University of Massachusetts--Amherst,"Amherst, Massachusetts","graph, theory",1,Software,7,Computer Science
871,625.725,Theory of Statistics I,"This course covers mathematical statistics and probability. Topics covered include basic set theory & probability theory utilizing proofs, transformation methods to find distribution of a function of a random variable, expected values, moment generating functions, well-known discrete and continuous distributions, exponential and location-scale family distributions, multivariate distributions, order statistics, hierarchical and mixture models, types of convergence, Delta methods, the central limit theorem, and direct and indirect methods of random sample generation. This course is a rigorous treatment of statistics that lays the foundation for 625.726 and other advanced courses in statistics.",Johns Hopkins,"Baltimore, Maryland",theory,1,Software,7,Computer Science
872,SCM 560,DecisionModeling&Risk Analysis,"This course uses problems and cases, primarily from general management, finance, marketing, and operations, and spreadsheet-based analytical tools to improve your decision-making ability in an uncertain and complex business environment. Students learn techniques widely used to estimate the impact of a decision on performance measures of interest, assess and manage risk, structure problems and determine the optimal decision. The course has three segments: Spreadsheet Modeling, Decision Making under Uncertainty (using Decision Trees and Simulation), Decision Making under Certainty (using Linear, Integer and Nonlinear Programming). Microsoft Excel and Excel add-ins are used throughout the course. All classes will be held in a computer lab. Prerequisite: MGMT 503 and MGMT 507. Offered as needed. Levels: Graduate, Undergraduate",Binghamton,"Binghamton, New York","risk, analysis",3,Other,2,Topics
873,MATH 341,Theory of Analysis 1,"Rigorous treatment of calculus of a single real variable: topology, order, completeness of real numbers; continuity, differentiability, integrability, and convergence of functions.",Brigham Young ,"Provo, Utah","theory, analysis",1,Software,7,Computer Science
874,NEUROBIO 735,Quantitative Approaches in Neurobiology,"Through lectures and hands-on problem solving, this course will provide students with a working, practicable background in coding in matlab, the fundamentals of statistics, and theoretical and computational neuroscience. The material will be oriented strongly towards the needs of working neurobiologists, and will require considerable independent work. Consent of instructor is required.",Duke,"Durham, North Carolina",neurobiology,3,Other,2,Topics
875,CSP/MATH 571,Data Preparation and Analysis,Surveys industrial and scientific applications of data analytics with case studies including exploration of ethical issues via case studies. Students will work with a variety of real world data sets and learn how to prepare data sets for analysis by cleaning and reformatting. We will also cover a variety of data exploration techniques including summary statistics and visualization methods.,Illinois Institute of Tech,"Chicago, Illinois ","preparation, analysis",3,Other,2,Topics
876,CS 583,Probabilistic Graphical Models,"This course will cover probabilistic graphical models -- powerful and interpretable models for reasoning under uncertainty. The generic families of models such as directed, undirected, and factor graphs as well as specific representations such as hidden Markov models and conditional random fields will be discussed. The discussions will include both the theoretical aspects of representation, learning, and inference, and their applications in many interesting fields such as computer vision, natural language processing, computational biology, and medical diagnosis.",Illinois Institute of Tech,"Chicago, Illinois ",,3,Other,2,Topics
877,605.202,Data Structures,"This course investigates abstract data types (ADTs), recursion, algorithms for searching and sorting, and basic algorithm analysis. ADTs to be covered include lists, stacks, queues, priority queues, trees, sets, and dictionaries. The emphasis is on the trade-offs associated with implementing alternative data structures for these ADTs. There will be four or five substantial Java programming assignments.",Johns Hopkins,"Baltimore, Maryland",,3,Other,2,Topics
878,625.623,Introduction to Operations Research: Probabilistic Models,"This course investigates several probability models that are important to operations research applications. Models covered include Markov chains, Markov processes, renewal theory, queueing theory, scheduling theory, reliability theory, Bayesian networks, random graphs, and simulation. The course emphasizes both the theoretical development of these models and the application of the models to areas such as engineering, computer science, and management science.",Johns Hopkins,"Baltimore, Maryland","introduction, research",0,Thesis,2,Topics
879,PHYS-GA 2017,Phase Transitions and Critical Phenomena,Surveys the theory of phase transitions and critical phenomena: phenomenology and experimental status; Ising and related models; phase diagrams; universality and scaling; expansion methods; exactly soluble models; mean-field theory; perturbation theory; introduction to renormalization group.,NYU,"New York City, New York","phase, phenomenon",3,Other,2,Topics
880,EE 628,Data Acquisition and Processing II,"The application of electronic principles and analog and digital integrated circuits to the design of industrial and scientific instrumentation, process control, and robotics and automation. Topics include sensors and transducers, analog and digital signal conditioning and processing, data conversion, data transmission and interface standards, machine vision, control, and display. Microcomputers, microprocessors, and their support components are applied as system elements.",Stevens IT,"Hoboken, New Jersey","acquisition, processing, ii",7,Data Warehousing,5,Data Warehousing
881,IST 652,Scripting for Data Analysis,"This course explores scripting for the data science pipeline. Students learn to acquire, access, and transform different forms of data, including structured, semi-structured and unstructured data.",Syracuse,"Syracuse, New York",analysis,3,Other,2,Topics
882,GES774,Spatial Analysis,"This course investigates statistical techniques for exploring and characterizing spatial phenomena. The course covers local/global cluster analysis, spatial autocorrelation, interpolation, kriging, as well as exposure to prominent GIS statistical packages. An emphasis is placed on exploratory spatial data analysis (ESDA)to develop spatial cognition and analytical skills with practical applications to modeling spatial phenomena in computer environments.",University of Maryland--College Park,"Adelphi, Maryland",analysis,3,Other,2,Topics
883,EE 5551,Multiscale and Multirate Signal Processing,"Multirate discrete-time systems. Bases, frames. Continuous wavelet transform. Scaling equations. Discrete wavelet transform. Applications in signal/image processing.",University of Minnesota--Twin Cities,"Minneapolis, Minnesota ","multiscale, signal, processing",3,Other,2,Topics
884,BE 546,Fundamental Techniques of Imaging I,"This course covers the fundamentals of modern techniques in biological and in vivo biomedical imaging. This practical course consists of a series of hands-on lab exercises, covering major imaging modalities, but also extends to non-radiology modalities of interest in biological, pathological or animal imaging (e.g., optical imaging). Topics include x-ray, mammography, CT, proton therapy, radiation safety and brachytherapy. The emphasis will be on hands-on aspects of all areas of imaging and imaging analysis. Small groups of students will be led by a faculty member with technical assistance as appropriate.",University of Pennsylvania,"Philadelphia, Pennsylvania",i,3,Other,2,Topics
885,CIS 417*,Introduction to Business Analytics,"This course covers the emerging field of business analytics (BA) or ‘data mining’ and expands and develops the students’ analytical tool kit in analyzing massive data sets. Using case studies and hands-on data sets, students will learn advanced data query techniques, data cleaning and organization, explore various machine learning techniques including supervised and unsupervised classification schemes, text classification, clustering techniques as well as predictive analytics. Students will gain hands-on experience with a variety of software tools, including SQL, SAS, R, Tableau, and Weka – an open source platform for data mining.",University of Rochester,"Rochester, New York","introduction, business",12,Business,2,Topics
886,STL 17,Survival Analysis,"This course will cover the basic applied and theoretical aspects of survival analysis techniques to analyze time-to-event data. Basic concepts will be introduced and topics include survival function, hazard function, censoring and truncation, Kaplan-Meier and Nelson-Aalen estimators, cohort life table, likelihood construction for censored and truncated data, estimating hazard and survival functions, Cox-proportional hazards (PH) model with fixed and time-dependent covariates and model selection. Additional topics will include regression diagnostics for survival models, the stratified PH model, parametric regression models and competing risk. Computer lab sessions are designed to provide intensive hands-on experience to analyze real life datasets. ",Washington University in St. Louis,"St. Louis, Missouri","survival, analysis",12,Business,2,Topics
887,STL 12,Introduction to Epidemiology,"This course introduces the basic principles and methods of epidemiology, with an emphasis on critical thinking, analytic skills, and application to clinical practice. Topics include outcome measures, methods of adjustment, surveillance, quantitative study designs, and sources of data. Designed for those with a clinical background, the course will provide tools for critically evaluating the literature and skills to practice evidence-based medicine.",Washington University in St. Louis,"St. Louis, Missouri",introduction,2,Visualization,6,Visualization
888,CISC621,Algorithm Design and Analysis,"Emphasis on developing expertise in the design and analysis of algorithms. Equal importance given to techniques and specific algorithms. Particular topics include advanced data structures, graph algorithms, disjoint set manipulation, sorting and selection, amortized analysis, NP-completeness, and matrix and polynomial multiplication.",University of Delaware,"Newark, Delaware","design, analysis",3,Other,2,Topics
